"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"411","Connor McDavid","EDM","C","36","824.68333333333","31","36","21","15","67","84.81","138","22.46","16.84","208","180","147","56","6","12","16","8","8","0","0","18","46","32","28","52","20","213","218","49.42"
"345","Leon Draisaitl","EDM","C","36","800.46666666667","21","36","30","6","57","65.52","118","17.80","14.02","196","163","121","46","3","20","16","8","8","0","0","14","50","32","20","51","25","353","317","52.69"
"602","Jason Robertson","DAL","L","37","683.63333333333","24","28","17","11","52","76.47","153","15.69","16.55","274","199","156","62","5","25","8","4","4","0","0","4","27","32","17","36","4","0","1","0.00"
"194","Nikita Kucherov","T.B","R","34","709.88333333333","13","38","23","15","51","79.69","122","10.66","13.41","239","172","136","45","19","21","22","11","11","0","0","20","48","25","30","48","14","0","0","-"
"72","Erik Karlsson","S.J","D","37","932.28333333333","13","37","23","14","50","65.79","104","12.50","6.25","235","139","98","14","23","17","10","5","5","0","0","9","54","29","16","48","36","0","0","-"
"539","Tage Thompson","BUF","C, R","33","626.11666666667","26","24","13","11","50","75.76","148","17.57","14.89","249","194","148","61","7","20","18","9","9","0","0","10","14","19","16","37","10","169","237","41.63"
"361","David Pastrnak","BOS","R","35","697.51666666667","24","24","16","8","48","78.69","175","13.71","17.96","322","233","153","51","10","28","18","8","8","0","0","15","54","23","35","62","11","5","7","41.67"
"420","Mikko Rantanen","COL","R","34","781.88333333333","24","21","16","5","45","66.18","128","18.75","13.81","218","175","110","41","6","19","26","13","13","0","0","13","15","25","46","50","18","93","126","42.47"
"472","Kirill Kaprizov","MIN","L","35","727.06666666667","20","25","19","6","45","78.95","137","14.60","15.97","253","187","154","55","5","21","17","7","6","1","0","18","17","22","28","55","14","0","3","0.00"
"17","Sidney Crosby","PIT","C","35","696.21666666667","19","24","14","10","43","78.18","101","18.81","13.52","187","141","121","54","10","21","18","9","9","0","0","6","24","30","36","39","18","393","365","51.85"
"487","Matthew Tkachuk","FLA","L","33","672","17","26","13","13","43","70.49","124","13.71","18.02","222","167","148","78","9","25","57","19","16","1","2","18","27","16","22","33","12","8","12","40.00"
"595","Elias Pettersson","VAN","C","33","650.7","16","27","16","11","43","68.25","105","15.24","11.72","208","153","114","36","4","12","4","2","2","0","0","11","22","27","27","36","33","168","216","43.75"
"10","Alex Ovechkin","WSH","L","38","779.93333333333","23","19","10","9","42","72.41","164","14.02","21.49","318","233","145","51","5","31","16","7","7","0","0","7","23","19","101","19","12","2","3","40.00"
"325","Josh Morrissey","WPG","D","36","841.3","6","36","20","16","42","60.87","57","10.53","4.34","144","99","42","10","2","7","23","10","9","1","0","12","34","15","39","33","48","0","0","-"
"195","Ryan Nugent-Hopkins","EDM","C","36","709.75","18","23","12","11","41","58.57","90","20.00","13.09","147","121","103","49","5","11","20","9","9","0","0","4","11","16","22","21","14","152","181","45.65"
"407","Kyle Connor","WPG","L","36","734.38333333333","15","26","17","9","41","73.21","126","11.90","14.9","226","170","156","62","5","20","2","1","1","0","0","3","13","17","22","29","15","0","0","-"
"434","Roope Hintz","DAL","C","36","625.35","18","23","14","9","41","64.06","89","20.22","13.31","157","123","122","61","6","11","12","6","6","0","0","6","18","11","24","47","28","122","115","51.48"
"450","Mitchell Marner","TOR","R","36","767.23333333333","13","28","14","14","41","77.36","92","14.13","10.25","192","130","96","29","5","13","14","7","7","0","0","6","43","36","32","53","25","0","2","0.00"
"462","Artemi Panarin","NYR","L","37","751.15","9","32","18","14","41","82.00","100","9.00","9.26","209","152","102","17","4","16","12","6","6","0","0","7","39","12","11","22","7","0","3","0.00"
"348","William Nylander","TOR","R","36","668.05","21","19","11","8","40","67.80","128","16.41","16.37","219","179","144","67","11","16","10","5","5","0","0","8","17","32","10","52","9","14","18","43.75"
"490","Auston Matthews","TOR","C","36","733.55","17","23","17","6","40","59.70","160","10.63","19.05","283","229","197","82","4","26","10","5","5","0","0","17","34","34","51","57","38","260","247","51.28"
"66","Steven Stamkos","T.B","C","34","653.01666666667","16","23","15","8","39","63.93","114","14.04","15.2","203","157","132","52","23","24","16","8","8","0","0","6","26","14","40","34","27","204","184","52.58"
"130","Mats Zuccarello","MIN","R","35","711.9","16","23","15","8","39","75.00","99","16.16","9.05","172","132","89","31","3","15","16","8","8","0","0","9","19","17","22","30","23","8","15","34.78"
